first_name,last_name,email,date_of_birth,salary,field,sex,languages_know,answer
Erin,Walton,nlopez@mitchell.com,30/04/2006,14782,Software engineering,M,R,True
Heather,Newton,george14@yahoo.com,23/02/1995,11281,Art,F,"c++,php",False
Darin,Young,griffinmatthew@pennington-rojas.info,30/01/1998,12936,Software engineering,M,R,False
Robert,Gordon,jeffreystephenson@gmail.com,23/08/1998,9202,Literature,F,,True
Jeffrey,Wilson,riverajohn@yahoo.com,01/06/2006,11907,Literature,M,,False
Brandon,Spence,brent33@henson.net,15/06/1999,9286,Marketing,F,java,True
Scott,Conrad,lisalong@gmail.com,06/04/2000,11118,Marketing,M,,False
Diana,Garcia,fgomez@lambert-jones.com,07/06/1997,13182,Data & IA,M,php,True
Scott,Watkins,jonathanmurray@hamilton.com,03/03/2004,12134,Science,M,c++,False
Brittany,Hickman,brandysalazar@weeks.org,08/01/1997,11200,Software engineering,M,,False
Mark,Brown,brodriguez@williams.com,30/07/2006,11764,Literature,M,"R,python",True
Lisa,Hanson,evanwheeler@yahoo.com,12/04/1996,10650,Software engineering,F,c++,True
Tamara,Haas,morenojoseph@reyes.com,20/08/2003,12790,Marketing,F,"php,java,c++",False
Steven,Norris,veronica10@hotmail.com,15/06/2001,8277,Art,F,"c++,java,c_sharp",False
Melissa,Davis,jreyes@hotmail.com,12/02/2003,13366,Art,F,"python,R,c",False
Steven,Woods,bmorris@yahoo.com,25/05/1994,11007,Data & IA,M,"c_sharp,python,java",True
Trevor,Johnson,madison59@hotmail.com,12/06/2000,11437,Marketing,F,,True
Jerome,Pena,griffithbarry@hotmail.com,04/05/2003,11493,Science,F,c,False
Lauren,Leonard,rirwin@duncan.com,27/12/1997,8232,Art,F,"java,php,python",False
John,Warner,athompson@joseph.com,15/11/1995,9371,Art,M,c_sharp,False
Kristin,Bernard,colleen84@gmail.com,17/07/1995,11665,Marketing,M,c_sharp,True
Jo,Smith,elizabethhardy@yahoo.com,07/08/1994,11359,Science,F,java,False
Candace,Stevens,ngomez@waller-aguirre.net,14/04/2004,9122,Science,M,php,True
Jimmy,Sherman,laura91@harding.net,03/04/2000,9496,Data & IA,M,"python,c++",True
Mitchell,Gibbs,tinablackburn@young-nelson.net,15/01/2000,14899,Science,M,c++,False
Mary,Fields,samanthaguzman@yahoo.com,01/10/1995,14335,Marketing,F,"java,c_sharp",True
Heather,Bowman,scarter@hodges-horn.com,26/01/2000,9183,Finance,M,java,True
Jessica,Owens,aholmes@hotmail.com,01/04/1995,11604,Finance,M,"R,java",False
Stephanie,Hill,sarah26@martinez.com,05/07/1997,12103,Data & IA,M,,True
Michael,Miller,josephjames@lopez.org,26/12/2002,10263,Finance,M,"c,java",False
Sandra,Crawford,jesus53@sherman.com,08/10/2002,10648,Finance,M,"java,python,c++",True
Elizabeth,Ortiz,elainekelly@hotmail.com,21/09/1995,14106,Marketing,F,"c,R,java",False
Jessica,James,steven22@yahoo.com,15/07/1998,14324,Data & IA,F,"python,java,c_sharp",True
Wendy,Marshall,rachaelmoore@yahoo.com,15/10/1996,8292,Data & IA,M,,True
John,Wilcox,danielluna@yahoo.com,17/11/1993,9547,Software engineering,M,c_sharp,False
Troy,Johnson,angelataylor@reid-jones.net,10/02/1995,9395,Finance,M,,False
James,Robinson,thomassullivan@gmail.com,28/08/2003,12693,Marketing,M,"java,c++,c_sharp",False
Juan,Salazar,vgarza@yahoo.com,24/11/2001,10496,Literature,F,,True
Derrick,Keller,jenniferdiaz@herrera-stanley.info,25/07/2005,10967,Software engineering,M,,True
Hector,Frazier,watkinsjanet@gmail.com,01/05/2006,8810,Software engineering,M,,False
Evelyn,Vega,lucasallen@hotmail.com,01/11/2002,9456,Science,M,R,True
Philip,Smith,hrodgers@perez.com,27/05/2003,12551,Data & IA,F,"c++,php",False
Tiffany,Kaiser,kevin23@rodgers.com,22/05/1995,11587,Finance,M,c++,False
William,Rogers,ashley18@noble.com,08/01/2001,9129,Literature,M,"python,php,R",True
Brian,Wilson,catherinesmith@roberson.info,22/12/1999,12486,Literature,F,"php,c",False
Jennifer,Sims,jennifersmith@hernandez.com,14/10/2002,10410,Science,F,"c_sharp,c++,c",False
Jacqueline,Davis,gramos@hotmail.com,06/03/1994,10558,Data & IA,M,"python,php,R",False
Patricia,Hardy,ronaldramirez@gmail.com,11/06/1994,9818,Software engineering,M,"java,c++",False
William,Garcia,michaelnicholson@gmail.com,03/10/1996,8527,Science,M,c++,True
Caleb,Villegas,jgarza@hotmail.com,16/09/2001,14894,Art,M,"c,c_sharp",False
Richard,Nelson,joshuanguyen@collier-smith.com,04/01/2002,13313,Science,M,,False
Jessica,Pierce,cherylbrennan@smith.com,17/01/1997,13896,Software engineering,M,c++,False
Chris,Kent,smithsarah@hotmail.com,08/10/2005,14904,Art,M,,True
Sandra,Hill,pblankenship@gmail.com,17/07/2001,12674,Art,F,"c,c++",False
Troy,Mendez,thomaskevin@schmidt.com,18/09/2001,14610,Literature,M,"php,python",False
Angela,Montoya,bradevans@miller-miller.org,18/10/2003,8408,Literature,M,"php,c_sharp",False
Juan,Hansen,virginia49@hotmail.com,18/03/2005,13762,Data & IA,M,python,False
Michael,Powell,christopher59@butler-ramsey.com,25/02/1997,11085,Literature,F,php,True
Kelly,Johnson,barrymary@yahoo.com,22/12/1996,11070,Marketing,M,,True
Elizabeth,Taylor,justinanderson@hotmail.com,01/01/1996,8345,Art,F,,False
Allison,Miller,davidalexander@hotmail.com,13/04/1995,14164,Art,F,R,False
Edwin,Hansen,thudson@crane.com,23/03/1994,11358,Software engineering,M,,True
Jesse,King,carralexander@gmail.com,17/11/1996,8630,Data & IA,M,"python,c",True
Peter,Robinson,vbrooks@martin-daniels.net,26/01/1999,13932,Art,M,"c_sharp,R",False
Jason,Martinez,connorharris@hotmail.com,12/08/2006,9875,Science,F,"R,c",False
Ricky,Mendoza,kkline@ramos.biz,25/08/2001,11683,Literature,M,"R,python",False
Brandon,Harris,tracey52@reyes-washington.com,18/01/2000,10870,Software engineering,M,"c_sharp,php,R",False
Mark,Johnson,reynoldsjustin@stewart-hunt.com,04/02/1997,12625,Data & IA,F,"c,java",True
Elizabeth,Flynn,paulliu@yahoo.com,13/04/1994,10026,Science,F,,False
